1,1359726,3102
2,1371626,5454
3,1388406,8736
4,1358850,2928
5,1349638,1092
6,1417754,14382
7,1375840,6282
8,1398427,10677
9,1354869,2136
10,1528347,34656
11,1392471,9525
12,1378243,6753
13,1373625,5847
14,1363616,3873
15,1360195,3195
16,1396795,10362
17,1592261,45714
18,1377248,6558
19,1377095,6528
20,1364692,4086
21,1362177,3588
22,1374220,5964
23,1370682,5268
24,1361995,3552
25,1384862,8046
26,1379791,7056
27,1353183,1800
28,1362949,3741
29,1356888,2538
30,1666554,58023
31,1375963,6306
32,1354311,2025
33,1361844,3522
34,1400013,10983
35,1386956,8454
36,1378121,6729
37,1354221,2007
38,1359424,3042
39,1350764,1317
40,1366681,4479
41,1357039,2568
42,1410869,13068
43,1384969,8067
44,1387203,8502
45,1388823,8817
46,1347435,651
47,1380681,7230
48,1411371,13164
49,1367547,4650
50,1355848,2331
51,1404361,11820
52,1359001,2958
53,1380604,7215
54,1371139,5358
55,1351169,1398
56,1348978,960
57,1360815,3318
58,1359892,3135
59,1636034,53034
60,1580413,43698
61,1347405,645
62,1375443,6204
63,1360527,3261
64,1367106,4563
65,1364783,4104
66,1394732,9963
67,1360467,3249
68,1352010,1566
69,1529553,34869
70,1403097,11577
71,1380635,7221
72,1359877,3132
73,1395957,10200
74,1372923,5709
75,1389919,9030
76,1373136,5751
77,1385616,8193
78,1428828,16482
79,1352146,1593
80,1422648,15312
81,1369722,5079
82,1373411,5805
83,1367440,4629
84,1383923,7863
85,1364055,3960
86,1353875,1938
87,1359666,3090
88,1396423,10290
89,1402006,11367
90,1350929,1350
91,1405657,12069
92,1363358,3822
93,1459614,22236
94,1374022,5925
95,1358880,2934
96,1358850,2928
97,1416589,14160
98,1368870,4911
99,1371870,5502
100,1357235,2607
101,1364268,4002
102,1352326,1629
103,1347090,582
104,1355350,2232
105,1411732,13233
106,1356194,2400
107,1371764,5481
108,1433186,17304
109,1411701,13227
110,1400869,11148
111,1367015,4545
112,1386309,8328
113,1533588,35580
114,1370910,5313
115,1373701,5862
116,1353394,1842
117,1376942,6498
118,1351605,1485
119,1366468,4437
120,1352747,1713
121,1391991,9432
122,1442727,19095
123,1364753,4098
124,1398598,10710
125,1369600,5055
126,1346866,537
127,1362101,3573
128,1600227,47061
129,1347944,753
130,1370011,5136
131,1387373,8535
132,1398240,10641
133,1367623,4665
134,1511168,31605
135,1399437,10872
136,1358699,2898
137,1384446,7965
138,1546219,37794
139,1366210,4386
140,1386278,8322
141,1412187,13320
142,1386217,8310
143,1363904,3930
144,1428145,16353
145,1362071,3567
146,1354041,1971
147,1363707,3891
148,1349173,999
149,1370499,5232
150,1368702,4878
151,1352161,1596
152,1358563,2871
153,1394500,9918
154,1353183,1800
155,1533008,35478
156,1360936,3342
157,1379193,6939
158,1363010,3753
159,1400340,11046
160,1375030,6123
161,1349548,1074
162,1365527,4251
163,1481565,26265
164,1385339,8139
165,1375397,6195
166,1459387,22194
167,1375626,6240
168,1360769,3309
169,1392796,9588
170,1359454,3048
171,1388669,8787
172,1360089,3174
173,1351860,1536
174,1371489,5427
175,1417077,14253
176,1389935,9033
177,1403066,11571
178,1365193,4185
179,1596798,46482
180,1410916,13077
181,1389271,8904
182,1362207,3594
183,1379761,7050
184,1369737,5082
185,1548971,38274
186,1348993,963
187,1357838,2727
188,1504632,30435
189,1441317,18831
190,1467993,23781
191,1378351,6774
192,1360754,3306
193,1357084,2577
194,10000,1500000
195,1356556,2472
196,1359258,3009
197,1378427,6789
198,1351304,1425
199,1375275,6171
200,1556876,39648
201,1356240,2409
202,1367775,4695
203,1367760,4692
204,1423075,15393
205,1354041,1971
206,1354432,2049
207,1369981,5130
208,1408503,12615
209,1388792,8811
210,1374037,5928
211,1379653,7029
212,1378335,6771
213,11371870,576364
214,1374557,6030
215,1361026,3360
216,1350599,1284
217,1361374,3429
218,1450106,20472
219,1361042,3363
220,1384769,8028
221,1371642,5457
222,1385970,8262
223,1351965,1557
224,1392208,9474
225,1354793,2121
226,1372267,5580
227,1363934,3936
228,1399857,10953
229,1394562,9930
230,1376039,6321
231,1368626,4863
232,1383754,7830
233,1364177,3984
234,1403128,11583
235,1389147,8880
236,1422332,15252
237,1361148,3384
238,1376743,6459
239,1398364,10665
240,1402318,11427
241,1363964,3942
242,1394748,9966
243,1591660,45612
244,1360784,3312
245,1355727,2307
246,1436918,18006
247,1417487,14331
248,1371672,5463
249,1353755,1914
250,1361632,3480
251,1357853,2730
252,1360694,3294
253,1384415,7959
254,1378948,6891
255,1393833,9789
256,1401430,11256
257,1366696,4482
258,1346821,528
259,1408331,12582
260,1365269,4200
261,1360255,3207
262,1385462,8163
263,1377217,6552
264,1378979,6897
265,1359303,3018
266,1368231,4785
267,1357612,2682
268,1449381,20337
269,1382340,7554
270,1388267,8709
271,1354101,1983
272,1351980,1560
273,1384169,7911
274,1399733,10929
275,1347675,699
276,1423534,15480
277,1418495,14523
278,1355546,2271
279,1367076,4557
280,1357099,2580
281,1362919,3735
282,1347390,642
283,1354025,1968
284,1362873,3726
285,1349443,1053
286,1371779,5484
287,1406141,12162
288,1438516,18306
289,1355682,2298
290,1368231,4785
291,1353935,1950
292,1350809,1326
293,1359696,3096
294,1356571,2475
295,1362873,3726
296,1362343,3621
297,1460280,22359
298,1381403,7371
299,1410242,12948
300,1359726,3102
301,1385231,8118
302,1379822,7062
303,1365572,4260
304,1410603,13017
305,1356873,2535
306,1350433,1251
307,1372984,5721
308,1361102,3375
309,1364996,4146
310,1411136,13119
311,1424388,15642
312,1359620,3081
313,1373671,5856
314,1410211,12942
315,1395445,10101
316,1371565,5442
317,1349878,1140
318,1401726,11313
319,1366726,4488
320,1346911,546
321,1356285,2418
322,1418117,14451
323,1437174,18054
324,1374480,6015
325,1349278,1020
326,1383769,7833
327,1358019,2763
328,1356722,2505
329,1365269,4200
330,1354251,2013
331,1390708,9183
332,1373869,5895
333,1404954,11934
334,1362071,3567
335,1357190,2598
336,1363116,3774
337,1384615,7998
338,1363540,3858
339,1359923,3141
340,1346028,369
341,1348334,831
342,1441910,18942
343,1349698,1104
344,1452784,20970
345,1348798,924
346,1357672,2694
347,1383831,7845
348,1357265,2613
349,1493087,28356
350,1371809,5490
351,1411559,13200
352,1367820,4704
353,1368900,4917
354,1359031,2964
355,1368733,4884
356,1397634,10524
357,1361844,3522
358,1367744,4689
359,1367775,4695
360,1392409,9513
361,1350103,1185
362,1394794,9975
363,1368337,4806
364,1382462,7578
365,1350283,1221
366,3134645,228544
367,1359092,2976
368,1383093,7701
369,1363085,3768
370,1360013,3159
371,1401383,11247
372,1392007,9435
373,1399795,10941
374,1365162,4179
375,1394639,9945
376,1348049,774
377,1363949,3939
378,1373579,5838
379,1382217,7530
380,1351289,1422
381,1369676,5070
382,1413742,13617
383,1359363,3030
384,1559335,40074
385,1408488,12612
386,1352221,1608
387,1369037,4944
388,1369037,4944
389,1429702,16647
390,1360497,3255
391,1375030,6123
392,1403035,11565
393,1381618,7413
394,1395678,10146
395,1352146,1593
396,1380712,7236
397,1383369,7755
398,1376330,6378
399,1436727,17970
400,1369890,5112
401,1376330,6378
402,1374984,6114
403,1383077,7698
404,1358623,2883
405,1367988,4737
406,1377585,6624
407,1373625,5847
408,1360044,3165
409,1356375,2436
410,1381464,7383
411,1394360,9891
412,1385385,8148
413,1403862,11724
414,1378534,6810
415,1377018,6513
416,1366984,4539
417,1361647,3483
418,1376452,6402
419,1379899,7077
420,1377416,6591
421,1454303,21252
422,1384615,7998
423,1424531,15669
424,1369220,4980
425,1364996,4146
426,1361163,3387
427,1356933,2547
428,1360966,3348
429,1366028,4350
430,1386109,8289
431,1375825,6279
432,1375107,6138
433,1646816,54807
434,1392796,9588
435,1364814,4110
436,1383400,7761
437,1400511,11079
438,1473044,24708
439,1386201,8307
440,1482949,26517
441,1366225,4389
442,1409427,12792
443,1431769,17037
444,1352281,1620
445,1348993,963
446,1370118,5157
447,1398007,10596
448,1387080,8478
449,1363919,3933
450,1385246,8121
451,1362949,3741
452,1390831,9207
453,1358216,2802
454,1372114,5550
455,1371916,5511
456,1369007,4938
457,1372145,5556
458,1443385,19218
459,1385508,8172
460,1367638,4668
461,1358820,2922
462,1378810,6864
463,1437142,18048
464,1375275,6171
465,1351905,1545
466,1375779,6270
467,1446066,19719
468,1625105,51225
469,1374954,6108
470,1362813,3714
471,1416762,14193
472,1371886,5505
473,1366407,4425
474,1374190,5958
475,1394593,9936
476,1360679,3291
477,1383462,7773
478,1423280,15432
479,1352882,1740
480,1362237,3600
481,1425861,15921
482,1371550,5439
483,1368337,4806
484,1364359,4020
485,1362010,3555
486,1376315,6375
487,1351830,1530
488,1360285,3213
489,1406970,12321
490,1392424,9516
491,1380006,7098
492,1359711,3099
493,1380651,7224
494,1351560,1476
495,1361526,3459
496,1384369,7950
497,1387018,8466
498,1387573,8574
499,1375122,6141
500,1353228,1809
501,1370986,5328
502,1370438,5220
503,1411559,13200
504,1366984,4539
505,1358654,2889
506,1396640,10332
507,1370164,5166
508,1371001,5331
509,1417487,14331
510,1356496,2460
511,1385739,8217
512,1390275,9099
513,1357748,2709
514,1427637,16257
515,1378688,6840
